Zip_Code,Name,lat,lng,population,median_household_income,median_home_value,Less Than High School,High School Graduate,Associate's Degree,Bachelor's Degree,Master's Degree,Professional Degree,Doctorate Degree
75001,Addison,32.96,-96.84,12414,57633.0,258200.0,0.09210262577670876,0.36630587292042494,0.03818400481058328,0.33253156945279616,0.14421727801162557,0.023251152535578273,0.003407496492283023
75002,West Allen,33.08,-96.61,63140,91632.0,186100.0,0.052424896917337524,0.41628215197329665,0.08504319654427646,0.3109660318083644,0.10929216571765168,0.015339681916355782,0.010651875122717456
75006,Central Carrolton,32.95,-96.89,46364,56985.0,146800.0,0.2529457464715784,0.3838210539945617,0.06606888514825845,0.20908325780137252,0.07529457464715784,0.010196814709309854,0.0025896672277612325
75007,North Carrollton,33.0,-96.9,51624,78934.0,169400.0,0.10115816667150446,0.4261124495660503,0.0815651214768802,0.28838059853124726,0.07587588168703376,0.014832660880671098,0.01207512118661287
75009,Celina,33.3,-96.8,8785,87581.0,190500.0,0.07374890254609306,0.5251975417032485,0.1067603160667252,0.21597892888498682,0.06900790166812994,0.006145741878841089,0.003160667251975417
75010,Far North Carrollton,33.03,-96.9,21607,75696.0,200800.0,0.0537907929023452,0.41835215287256483,0.09163667948877031,0.3229929271621789,0.08667328452661621,0.01699962774537784,0.009554535302146668
75013,East Allen,33.12,-96.69,30347,131878.0,292300.0,0.02589112450209376,0.23235624553161066,0.0662342968031866,0.41216423245838013,0.19849862118271883,0.03707486467163722,0.02778061485037279
75019,Coppell,32.96,-96.98,38666,110445.0,281500.0,0.0367211561241412,0.2724472873726605,0.06143883755824054,0.3812682618652768,0.18865987522703942,0.04189370607281055,0.017570875779831005
75022,West Flower Mound,33.03,-97.12,22545,145938.0,333700.0,0.029690869877785766,0.2514018691588785,0.07634795111430626,0.4349388928828181,0.1695902228612509,0.02415528396836808,0.013874910136592379
75023,"(Quail Creek, Cross Bend) - Plano",33.05,-96.73,45452,74777.0,173900.0,0.055098684210526314,0.39144736842105265,0.07303264170040485,0.324455971659919,0.12288081983805668,0.017965587044534412,0.015118927125506073
75024,"(Deerfield West, Normandy Estates) - Plano",33.08,-96.81,36039,88707.0,289300.0,0.01882217090069284,0.2575442648190916,0.05434949961508853,0.3934949961508853,0.23052347959969208,0.028060046189376443,0.01720554272517321
75025,"(Ridgeview, Russel Creek Park) - Plano",33.1,-96.73,50926,104168.0,253700.0,0.029900431861804223,0.23599448176583493,0.07632557581573897,0.38642634357005756,0.2213591650671785,0.023242562380038388,0.02675143953934741
75028,East Flower Mound,33.03,-97.07,42226,111391.0,234700.0,0.02075548484960598,0.358762810314847,0.0751785119686263,0.3887306226645455,0.12519886048318474,0.02197639572311221,0.009397313996078287
75032,South Rockwall,32.9,-96.4,27986,93308.0,211300.0,0.09033483976992605,0.43991372226787184,0.06989523418241578,0.26689605587510273,0.09295398520953163,0.02680772391125719,0.013198438783894824
75034,West Frisco,33.12,-96.88,72723,111318.0,285900.0,0.04945054945054945,0.3037798777098388,0.059049899516825585,0.40077821011673154,0.153226151280626,0.021785607388720228,0.011929704536708427
75035,East Frisco,33.16,-96.77,47553,102913.0,212800.0,0.037188354511822425,0.3200900755991636,0.07649991957535789,0.41550587099887404,0.11523242721569889,0.01968795238861187,0.015795399710471288
75038,"(Cottonwood Valley, Arts District) - Irving",32.88,-96.98,27802,48130.0,171100.0,0.11119524067063277,0.38453217955651703,0.0605191995673337,0.2729583558680368,0.14310438074634937,0.014926987560843699,0.012763656030286641
75039,Las Colinas - Irving,32.88,-96.95,11032,73503.0,389600.0,0.0234625322997416,0.2110594315245478,0.06480620155038759,0.42914728682170544,0.22428940568475453,0.03503875968992248,0.01219638242894057
75040,Northeast Garland,32.93,-96.62,59406,54664.0,113000.0,0.277941336822593,0.45755642787046125,0.07441936539090611,0.14365936102933158,0.03718242285465053,0.00575182640933377,0.0034892596227238033
75041,"(Almeta, Bonite, Bella Vista) - Garland",32.88,-96.65,30700,40136.0,97300.0,0.3406301824212272,0.4720287451630735,0.042233278054173574,0.10088446655610835,0.03504698728579326,0.007186290768380321,0.001990049751243781
75042,"(Forest Crest, Park Groves, Creekside Village) - Garland",32.92,-96.68,37881,39811.0,99200.0,0.34468449776735377,0.47129132650760003,0.0599431690045555,0.08484055748500294,0.031347255423751746,0.005096748004149565,0.0027964458075864867
75043,Bass Park Area - Garland,32.86,-96.59,58094,55149.0,120900.0,0.1580496579542667,0.5345180016897877,0.08342645335368347,0.1591398435583658,0.05110245019214521,0.008939521953612603,0.004824071298138508
75044,"(Firewheel Hills, Picket Place, Camelot) - Garland",32.96,-96.65,40811,64302.0,136000.0,0.11583619702176404,0.44269043528064145,0.09260452462772051,0.23661225658648338,0.0896692439862543,0.010309278350515464,0.012278064146620847
75048,Sachse,32.97,-96.58,20328,87171.0,181500.0,0.07121013543031891,0.5161642638706859,0.07696228338430174,0.2307412261540702,0.0818406873452745,0.003567787971457696,0.019513615843891073
75050,North Grand Prairie,32.78,-96.99,41041,44548.0,104400.0,0.22381996912828012,0.5401332358436917,0.058737509139653914,0.13140791290925338,0.03696482248761069,0.0035746201966041107,0.005361930294906166
75051,South Grand Prairie,32.73,-96.99,39285,40107.0,95400.0,0.34948344929369596,0.5017921146953405,0.03487244360109635,0.08226860636727809,0.02850516550706304,0.0006325110689437065,0.0024457094665823317
75052,Southwest Grand Prairie,32.65,-97.02,88996,66744.0,134300.0,0.14601151545642574,0.4952764268544916,0.08088769634971212,0.19982484580841112,0.062328805411146514,0.009726647660573537,0.0059440624592393835
75054,Estes Park Area - Grand Prairie,32.6,-97.04,5053,105000.0,224600.0,0.025720966484801246,0.3294362171992725,0.10184463497012211,0.3354117952714991,0.1852429202390231,0.0033775006495193557,0.018965965185762535
75056,The Colony,33.07,-96.9,47852,79251.0,167500.0,0.06326905703872153,0.44712002741347623,0.08523098968879474,0.2617675461823619,0.11239525248434629,0.012304912619544563,0.017912214572754742
75057,Northeast to Southeast Lewisville,33.05,-96.98,12900,50338.0,98000.0,0.2747990884011035,0.44152572867938106,0.09979608972052297,0.13326136499940025,0.04665946983327336,0.0005997361161089121,0.0033585222502099076
75060,"(Lamar Brown, Irving Lake, Trinity Oaks) - Irving",32.79,-96.95,45980,45775.0,110000.0,0.32405891980360063,0.4856883069649027,0.051536643026004726,0.09725404619021641,0.03233315148208765,0.0069103473358792505,0.0022185851973086017
75061,"(Garden Oaks, Plymoth Park) - Irving",32.83,-97.01,53442,40084.0,114900.0,0.3342767195598944,0.4590580977517728,0.05390021305688937,0.10824561961395364,0.0323719273698604,0.005374121537825548,0.006773301109803797
75062,"(Hillcrest Oaks, Arts District, Woodhaven) - Irving",32.85,-96.96,44537,45872.0,121600.0,0.21319674392935983,0.4595060706401766,0.062051600441501105,0.18670667770419427,0.05860237306843267,0.011968818984547462,0.00796771523178808
75063,"(Hackberry Creek, Valley Ranch) - Irving",32.92,-96.98,35090,69114.0,278200.0,0.04161422278162366,0.2571192573945878,0.04653083700440529,0.37850062932662054,0.2242369414726243,0.030207677784770296,0.021790434235368156
75065,Lake Dallas,33.12,-97.03,10748,72342.0,157500.0,0.04960732984293194,0.5730366492146597,0.09698952879581152,0.2168848167539267,0.05327225130890052,0.001963350785340314,0.008246073298429319
75067,West to Southwest Lewisville,33.02,-96.99,60982,56555.0,149100.0,0.12404903323644635,0.47938834828762794,0.08272463035511184,0.22502211550612916,0.07195753822823202,0.007354985466953115,0.009503348919499558
75068,Little Elm,33.15,-96.95,34934,85446.0,161000.0,0.10199465350606621,0.4971005552128316,0.08986222496401398,0.229487970388649,0.05457536500102817,0.008307629035574748,0.018671601891836316
75069,Southeast McKinney,33.18,-96.59,34108,45907.0,176400.0,0.185589519650655,0.4663846433770015,0.055040029112081515,0.2217066957787482,0.05522197962154294,0.009233988355167394,0.006823144104803494
75070,Southwest McKinney,33.16,-96.72,74734,98524.0,197100.0,0.03388246047738746,0.32469825705798033,0.09015933689261899,0.38423665787232275,0.1356129380725845,0.016349170077071692,0.015061179550034278
75071,North McKinney,33.3,-96.6,36090,80291.0,174700.0,0.058741999918470504,0.4056092291386409,0.10040357099180629,0.309037544331662,0.10264563205739677,0.016102074925604337,0.007459948636419225
75074,"(Timber Brook, Oak Point, Plano Park) - Plano",33.04,-96.67,44622,54518.0,145400.0,0.19411665257819105,0.430938292476754,0.06566356720202875,0.2149112426035503,0.07222316145393068,0.014032121724429417,0.008114961961115807
75075,"(Greenway Court, Pitman Creek) - Plano",33.02,-96.75,33262,72852.0,180800.0,0.07114077058675397,0.3936036262906069,0.06140350877192982,0.31532779316712833,0.12763367749517335,0.018299336858893647,0.012591286829513977
75077,Northwest Lewisville,33.08,-97.07,35330,99629.0,211100.0,0.03101757253780139,0.4310175725378014,0.09080506742950552,0.31217817736003267,0.10159378831221905,0.02051491622394769,0.012872905598692277
75078,Prosper,33.26,-96.82,10592,119529.0,341600.0,0.04264577893820714,0.3822164200754279,0.09704090513489991,0.34247171453437775,0.09428488540760081,0.024804177545691905,0.016536118363794605
75080,Northwest Richardson,32.97,-96.74,44009,60440.0,183400.0,0.11069340016708437,0.34280144806460594,0.0556947925368978,0.31718184349763295,0.1377053745474798,0.01984126984126984,0.01608187134502924
75081,East Richardson,32.95,-96.72,34156,63470.0,162300.0,0.0817398613154024,0.42588779155284723,0.06593822231561253,0.2716957343979828,0.12158016389997899,0.018953561672620297,0.014204664845555789
75082,Northeast Richardson,32.99,-96.66,21182,111726.0,254900.0,0.05475915483388817,0.2731163801888715,0.03580406277600381,0.37740335620626403,0.19437461784088592,0.03811400230993953,0.02642842584414702
75087,North Rockwall,32.94,-96.44,28145,86094.0,207500.0,0.07036787913281937,0.4483365240337352,0.07321363895069075,0.2825580793708284,0.09903244166192374,0.0189889791483417,0.007502457701660889
75088,South Rowlett,32.89,-96.55,24712,81425.0,154400.0,0.08886201336097674,0.49890578207786224,0.07941718498041926,0.23450817783920755,0.07958995623128312,0.013360976733471551,0.005355908776779544
75089,North Rowlett,32.94,-96.55,30251,86134.0,161000.0,0.11615435647943388,0.44620743034055727,0.09138655462184873,0.24303405572755418,0.07706766917293233,0.018465280849181778,0.007684652808491818
75093,"(Willow Bend, Westworth Estates) - Plano",33.04,-96.81,47187,99225.0,350000.0,0.03060446098922894,0.2526469960028072,0.06950843682299454,0.3985597900710951,0.16690568455741006,0.05470966954505233,0.02706496201141183
75094,Murphy,33.01,-96.62,20579,116344.0,263300.0,0.04273789649415693,0.3393989983305509,0.0659432387312187,0.38080133555926543,0.14015025041736226,0.018614357262103507,0.012353923205342237
75098,Wylie,33.02,-96.52,48197,81413.0,158100.0,0.07335193464887216,0.4983695834874105,0.07664638450936229,0.27774229334050493,0.06504857632702457,0.0044710390963794665,0.004370188590446095
75101,Bardwell,32.3,-96.6,646,33438.0,75000.0,0.45987654320987653,0.4567901234567901,0.030864197530864196,0.037037037037037035,0.0,0.0,0.015432098765432098
75104,Cedar Hill,32.59,-96.96,45373,67691.0,132800.0,0.0827593514888206,0.5033026032284271,0.09487478365299706,0.1997456818904313,0.09586379852354208,0.012503973720462011,0.01094980749531984
75114,Crandall,32.6,-96.4,4660,68287.0,120100.0,0.14367201426024956,0.5971479500891266,0.057754010695187166,0.12620320855614972,0.049910873440285206,0.02531194295900178,0.0
75115,DeSoto,32.61,-96.87,48877,61729.0,142300.0,0.08131755018013381,0.5436105476673428,0.09030910356937423,0.19242529744785203,0.07559565256879901,0.009930065695861464,0.0068117828706366745
75116,North Duncanville,32.66,-96.92,19669,53706.0,103000.0,0.22983601070950468,0.5074464524765729,0.059404283801874166,0.14164993306559573,0.047607095046854085,0.010625836680053548,0.003430388219544846
75119,Ennis,32.4,-96.6,26601,44808.0,110200.0,0.253135043165921,0.5536580754930998,0.07183817505828975,0.07971516793748819,0.029806541054886886,0.0061755624172915745,0.005671434873022875
75125,Ferris,32.5,-96.6,6691,45375.0,78600.0,0.3442783631462877,0.5011026709139916,0.07106101445724088,0.06787552070570939,0.0137221269296741,0.0019603038470963,0.0
75126,Forney,32.7,-96.4,33396,85677.0,157300.0,0.0761512360639845,0.5847309743092584,0.07382452738730005,0.1866698982064954,0.07406689287445468,0.0016480853126514784,0.00290838584585555
75132,Fate,32.9,-96.3,294,65563.0,134900.0,0.05491990846681922,0.6018306636155606,0.041189931350114416,0.30205949656750575,0.0,0.0,0.0
75134,North Lancaster,32.63,-96.76,20276,46971.0,101500.0,0.1293723849372385,0.6093723849372384,0.08050209205020921,0.13355648535564854,0.04083682008368201,0.004435146443514644,0.0019246861924686193
75135,Caddo Mills,33.1,-96.2,5910,62800.0,112600.0,0.11257091669154971,0.6793072558972828,0.07554493878769782,0.07255897282770976,0.05464317706778143,0.005374738727978501,0.0
75137,South Duncanville,32.63,-96.91,18861,58895.0,126000.0,0.14766355140186915,0.49670865501828526,0.05932547744819179,0.1959366111336855,0.08175538399024787,0.007476635514018692,0.011133685493701747
75141,Hutchins,32.64,-96.7,5374,34786.0,68000.0,0.2781869688385269,0.6101983002832861,0.027762039660056657,0.06515580736543909,0.018696883852691217,0.0,0.0
75142,Kaufman,32.6,-96.3,18982,53809.0,110700.0,0.2155839784584315,0.5912150790979468,0.06529787950185123,0.09761023224503534,0.020447660720296197,0.007993941433860653,0.0018512285425782565
75143,Kemp,32.4,-96.3,14619,40135.0,76900.0,0.2484980884762425,0.5764609503003824,0.04669579464773348,0.09821591115965775,0.024121609320953943,0.0034589477516839616,0.0025486983433460767
75146,South Lancaster,32.57,-96.74,17993,59244.0,103400.0,0.15538261997405967,0.55495028102032,0.08966709900562041,0.14509295287505405,0.04651967142239516,0.007263294422827497,0.001124081279723303
75147,Mabank,32.4,-96.0,6602,45227.0,89100.0,0.2062308868501529,0.610474006116208,0.04529816513761468,0.10512232415902141,0.028669724770642203,0.0007645259938837921,0.0034403669724770644
75149,Central to West Mesquite,32.77,-96.62,56065,47739.0,97400.0,0.2233810888252149,0.551432664756447,0.08544412607449857,0.09097421203438395,0.03819484240687679,0.007822349570200574,0.0027507163323782233
75150,Northwest Mesquite,32.82,-96.63,58730,45999.0,105800.0,0.1857398301296379,0.5454291461779168,0.08881873044255699,0.12212226195797944,0.0474407688869021,0.007739159588734913,0.0027101028162717926
75152,Palmer,32.43,-96.67,4606,54659.0,135500.0,0.2212496226984606,0.5973437971626924,0.09477814669483851,0.07183821309990945,0.012677331723513431,0.002112888620585572,0.0
75154,Glenn Heights,32.5,-96.8,36041,66162.0,139600.0,0.15564409030544488,0.565958388667552,0.06303674192120408,0.14975652943780435,0.04904825143868968,0.013103142983621072,0.003452855245683931
75157,Rosser,32.46,-96.44,310,41042.0,55900.0,0.2914798206278027,0.6591928251121076,0.017937219730941704,0.013452914798206279,0.017937219730941704,0.0,0.0
75158,Scurry,32.5,-96.4,4139,58466.0,111800.0,0.19601449275362318,0.6192028985507246,0.0713768115942029,0.08333333333333333,0.029347826086956522,0.0007246376811594203,0.0
75159,Seagoville,32.6,-96.6,18339,45479.0,90000.0,0.20769591008429597,0.6052138620043709,0.05284108648142367,0.09030596315953793,0.034811114580081175,0.0038245394942241647,0.005307524196066188
75160,West Terrell,32.8,-96.3,23627,44594.0,100800.0,0.2542384375423844,0.541095890410959,0.055608300556083005,0.0960260409602604,0.04157059541570596,0.004679235046792351,0.006781500067815
75161,East Terrell,32.7,-96.2,6165,56148.0,98300.0,0.20753138075313807,0.6397489539748954,0.0887029288702929,0.043933054393305436,0.010460251046025104,0.00502092050209205,0.004602510460251046
75164,Josephine,33.072,-96.312,671,56042.0,105700.0,0.17829457364341086,0.6627906976744186,0.09302325581395349,0.06589147286821706,0.0,0.0,0.0
75165,East Waxahachie,32.4,-96.8,37966,59385.0,137500.0,0.13916690892478922,0.5659703476057976,0.057477469994601106,0.15399310602599775,0.06524357323809128,0.01187756966651439,0.006271024544208647
75166,Lavon,33.02,-96.45,3070,75804.0,173700.0,0.03794266441821248,0.5084317032040472,0.15767284991568298,0.2209106239460371,0.07419898819561552,0.0,0.0008431703204047217
75167,West Waxahachie,32.4,-96.9,8436,76207.0,176300.0,0.13489782886334611,0.5672094508301405,0.04789272030651341,0.18023627075351215,0.05012771392081737,0.015006385696040868,0.004629629629629629
75172,Wilmer,32.61,-96.67,3956,39246.0,54000.0,0.41098102543399273,0.43358901897456603,0.04804198627371821,0.10012111425111021,0.006055712555510699,0.0012111425111021397,0.0
75173,Nevada,33.06,-96.38,4353,67327.0,157000.0,0.14422769427566356,0.6463063639270866,0.07291333546530221,0.10297409657818996,0.02622321714102974,0.0009593859929645027,0.0063959066197633516
75180,Balch Springs,32.72,-96.61,23031,37787.0,83800.0,0.361373250894891,0.4664009111617312,0.06947608200455581,0.08151643345265214,0.018711356980149692,0.0021965506020175723,0.0003254149040026033
75181,Southeast Mesquite,32.74,-96.55,25908,73879.0,144400.0,0.15287173365167794,0.4940310385992837,0.07859132510943095,0.20141928637750364,0.060352831940575676,0.011142061281337047,0.0015917230401910067
75182,Sunnyvale,32.79,-96.56,5118,90366.0,290300.0,0.103382949932341,0.35128552097428956,0.08200270635994587,0.2568335588633288,0.12990527740189445,0.06441136671177267,0.012178619756427604
75189,Royse City,32.9,-96.3,22406,73146.0,144800.0,0.12074079432829342,0.5953845040873906,0.0724155393185271,0.15032916154235695,0.04904868697099038,0.00694494682775085,0.005136366924690733
75201,Downtown Dallas,32.79,-96.8,9409,67979.0,520000.0,0.046284451680427954,0.2497964879637167,0.05977439237120596,0.37992789859285964,0.13292243284102803,0.1010582625886731,0.030236073962088616
75202,Historic District - Dallas,32.78,-96.8,1666,79681.0,211100.0,0.003353828954723309,0.262157629960872,0.06987143655673561,0.4102850754611515,0.16321967579653437,0.07825600894354388,0.012856344326439352
75203,Cadillac Heights - Dallas,32.74,-96.79,15721,28602.0,65600.0,0.4253164556962025,0.4279535864978903,0.041455696202531644,0.07436708860759493,0.025949367088607594,0.0009493670886075949,0.004008438818565401
75204,"(City Place, Uptown) - Dallas",32.8,-96.79,26279,63551.0,254400.0,0.12962007020441874,0.22413793103448276,0.033347098905637,0.36495973570101176,0.15501755110468718,0.07676027255833161,0.01615734049143093
75205,"(Park Cities, Highland Park) - Dallas",32.83,-96.79,23061,108913.0,937100.0,0.016682803306769942,0.168838906680569,0.025098681760631562,0.4215386906978476,0.18745810679973188,0.1370373128770388,0.04334549787741119
75206,Lower Greenville - Dallas,32.83,-96.77,36248,52192.0,268000.0,0.1316207138375226,0.27287491233898054,0.03893994758793785,0.3468792677075259,0.13283874063411213,0.04746613516406452,0.02938028272985642
75207,West_of_Downtown - Dallas,32.78,-96.82,9648,74792.0,,0.31065759637188206,0.5518207282913166,0.03481392557022809,0.07136187808456716,0.01934106976123783,0.005202080832332933,0.006802721088435374
75208,Bishop Arts - Dallas,32.75,-96.84,30171,45170.0,120900.0,0.3947355022656688,0.3503894913700932,0.022198462400081463,0.1439336082684181,0.054172394480932744,0.023369482205590347,0.011201059009215416
75209,"(Bluffview, Greenway Parks) - Dallas",32.84,-96.83,13653,79408.0,434400.0,0.09611544744962788,0.2974223997095662,0.03521510255944817,0.33998910873116717,0.128244690506444,0.08486113632238156,0.018152114721365038
75210,South Dallas - Cotton Bowl Area,32.76,-96.74,7482,15258.0,54900.0,0.36553524804177545,0.5845953002610966,0.018798955613577025,0.025587467362924284,0.004438642297650131,0.0010443864229765013,0.0
75211,Cockrell Hill - Dallas,32.74,-96.92,73146,36704.0,87800.0,0.5053486432111487,0.3873840718386574,0.039452377447372296,0.04916826144560577,0.014353010451935816,0.003263163060012758,0.0010304725452671868
75212,West Dallas,32.78,-96.87,24884,28802.0,73700.0,0.5151042405332577,0.40767267054318534,0.022479080981421075,0.04197986101262232,0.008438519358956176,0.002836477095447454,0.0014891504751099135
75214,"Northeast Dallas, Lakewood",32.83,-96.74,32950,69168.0,336900.0,0.08846602566681418,0.2679325743251398,0.037051937080098164,0.36689866033712837,0.1360984833246168,0.07430502474152151,0.029247294524681177
75215,"(Cedars, South Blvd, Park Row, Wheatley Place) - Dallas",32.75,-96.77,14648,23433.0,56300.0,0.28421884258344854,0.5389097373098953,0.048785305155046414,0.08246099150701165,0.03703337941931661,0.0073079202054118116,0.0012838238198696426
75216,Cedar Crest - Dallas,32.71,-96.77,49416,23294.0,59700.0,0.3835335385022668,0.5237764320460637,0.03309176346007479,0.03789006916178563,0.01611568880505642,0.003309176346007479,0.0022833316787451603
75217,Pleasant Grove - Dallas,32.7,-96.68,80324,34480.0,73200.0,0.4675997926386729,0.4574571190299096,0.03076610994658192,0.03507111141163478,0.007167489350192711,0.0016679063267744044,0.0002704712962336872
75218,"(Casa Linda, Lockwood) - Dallas",32.84,-96.7,21665,65567.0,220500.0,0.10018869072980705,0.39564185282123077,0.04394667965183517,0.28206220707285895,0.12112727494065373,0.039138109440623285,0.017895185342991053
75219,"(Turtle Creek, Oaklawn) - Dallas",32.81,-96.82,22124,59650.0,247400.0,0.16292007266121708,0.2686762034514078,0.048705722070844684,0.315622161671208,0.1178474114441417,0.06528156221616713,0.020946866485013624
75220,Northwest Dallas,32.86,-96.87,41891,35827.0,161100.0,0.4709624541409726,0.3341659511357427,0.025798142221528375,0.10463664038716727,0.03703848255405511,0.02158301459683085,0.005815314963703067
75223,"(Owenwood, Dolphin Heights) - Dallas",32.79,-96.75,13947,35949.0,95200.0,0.43019015368585567,0.36194321437874444,0.030346444386559,0.12490231831206043,0.03516540765824434,0.013154467309195103,0.004297994269340974
75224,"(Wynnewood, Elmwood, Five Mile Creek) - Dallas",32.71,-96.84,34034,33830.0,86900.0,0.37773075905845016,0.46643745040994444,0.04760645331922772,0.0763819095477387,0.021687384289870406,0.007035175879396985,0.0031208674953715947
75225,University Park,32.87,-96.79,20892,147153.0,824100.0,0.010342194766432984,0.16568334837231902,0.021864371486083153,0.4633164433955716,0.19205941556187964,0.12362046227528285,0.023113764142430764
75226,Deep Ellum - Dallas,32.78,-96.78,3506,42768.0,59300.0,0.2561654733492442,0.34844868735083534,0.09705648369132856,0.20007955449482895,0.06364359586316627,0.034606205250596656,0.0
75227,"(Riverway Estates, Bruton Terrace) - Dallas",32.77,-96.69,55029,37720.0,86200.0,0.3724164327634601,0.4872097473845369,0.04360168410308752,0.065928808369482,0.024208981883133453,0.004752487879561113,0.001881857616738964
75228,"(Casa View, Eastwood Hills) - Dallas",32.83,-96.68,66551,36274.0,105300.0,0.3399961971764035,0.45013547559062606,0.050434947948852026,0.1049579312639635,0.04076151542520321,0.008794029566953463,0.004919903027998288
75229,Loryland - Dallas,32.9,-96.89,31571,70625.0,272400.0,0.23087487982419996,0.30407911001236093,0.037998443437256786,0.2727189488623358,0.08867829510598361,0.048573913839674035,0.017076408918188894
75230,North Dallas,32.9,-96.79,26934,68863.0,461900.0,0.08160138895981209,0.28049839146198235,0.036817647959965276,0.33426951948118266,0.1472705918398611,0.08977174079558801,0.029770719501608537
75231,Vickory Meadow - Dallas,32.88,-96.75,37052,33546.0,253900.0,0.23791185280273855,0.4175818951171968,0.04844767745923073,0.18993961869443257,0.0664194361241858,0.03033328578899824,0.009366234013217326
75232,Wolf Creek - Dallas,32.66,-96.84,28682,36265.0,91200.0,0.2113324823797103,0.5749486652977412,0.04611798656973195,0.09800765858260725,0.057716854431433484,0.0072146068039291855,0.004661745934846551
75233,Westwood Park - Dallas,32.71,-96.87,14043,40151.0,115400.0,0.306269628940328,0.4669070606025358,0.03408165639176457,0.11108526230080261,0.06537164127021054,0.009305571711061998,0.006979178783296499
75234,Farmers Branch,32.92,-96.9,28794,53305.0,137600.0,0.23858537872789654,0.47073106360517286,0.041752441277381896,0.16442333069411455,0.06634996041171813,0.013248878332013724,0.004908946951702296
75235,Love Field - Dallas,32.83,-96.85,17177,37530.0,106900.0,0.29849690539345713,0.43704686118479225,0.034482758620689655,0.1304155614500442,0.04182139699381079,0.028912466843501326,0.028824049513704687
75236,West Redbird - Dallas,32.69,-96.94,15949,37645.0,97500.0,0.279292988411565,0.5105934683366499,0.04225681844785204,0.11213859300011705,0.04986538686644036,0.0032775371649303524,0.002575207772445277
75237,East Redbird - Dallas,32.66,-96.87,17101,29787.0,104500.0,0.19625195210827695,0.6417490890161375,0.05059864653826132,0.08578865174388339,0.015304528891202498,0.00739198334200937,0.0029151483602290473
75238,"(Lake Highlands, Highland Meadows) - Dallas",32.88,-96.71,30483,52779.0,242300.0,0.15800631039242752,0.36245316505620195,0.05082823900611319,0.27440347071583515,0.10988956813251824,0.037418655097613884,0.007000591599290081
75240,Galleria - Dallas,32.93,-96.79,24296,37095.0,173900.0,0.34613947696139474,0.34956413449564133,0.035554171855541716,0.1848692403486924,0.05834371108343711,0.02092154420921544,0.00460772104607721
75241,South Dallas,32.67,-96.76,27066,30870.0,78300.0,0.2018973883648656,0.6402595278338149,0.055776675208549155,0.068098795049343,0.02802464423968159,0.0033258819039310833,0.002617087399814623
75243,"(Woodbridge, Forest Meadow, Northwood Heights) - Dallas",32.91,-96.74,55406,35944.0,178400.0,0.18241014558689717,0.48555505004549593,0.058206323930846224,0.18283666969972703,0.06284121929026387,0.017857142857142856,0.010293448589626934
75244,North Branch - Dallas,32.93,-96.84,13266,72735.0,282800.0,0.10403790688092295,0.2985166872682324,0.03749484960857025,0.36907704985578904,0.11361763494025547,0.05644829007004532,0.02080758137618459
75246,Old East - Dallas,32.793,-96.773,2770,32254.0,122800.0,0.34065934065934067,0.43351648351648353,0.018131868131868133,0.11978021978021978,0.07747252747252747,0.007142857142857143,0.0032967032967032967
75247,Brook Hollow - Dallas,32.83,-96.88,468,23793.0,,0.34798534798534797,0.4706959706959707,0.05128205128205128,0.05311355311355311,0.07692307692307693,0.0,0.0
75248,Far North Dallas,32.97,-96.8,33395,72111.0,260300.0,0.05336731541550819,0.32885387704664815,0.06591751621872104,0.3403228297806611,0.14407630522088352,0.04058541859746679,0.026876737720111215
75249,Cedar Ridge - Dallas,32.64,-96.97,13373,57247.0,117700.0,0.14434633308805495,0.49681138091734117,0.11945057640421879,0.1510914888398332,0.06806475349521707,0.013980868285504048,0.006254598969830758
