Zip_Code,Neighborhood,lat,lng,population,median_household_income,median_home_value,Less Than High School,High School Graduate,Associate's Degree,Bachelor's Degree,Master's Degree,Professional Degree,Doctorate Degree
77002,"Downtown, Midtown",29.75,-95.37,16793,64093.0,208600.0,0.2657488986784141,0.416079295154185,0.04911894273127753,0.15297356828193834,0.07169603524229075,0.02169603524229075,0.022687224669603524
77003,East Downtown,29.75,-95.35,10508,36412.0,162600.0,0.3181356178306955,0.36939160737621607,0.03862349353855089,0.16567445912588935,0.06112966458545085,0.029330622912734135,0.017714534630463193
77004,"South Central, Greater Third Ward",29.72,-95.38,32692,41983.0,191700.0,0.15767329336278532,0.34537709056484694,0.040443883454296836,0.23072472914694436,0.13710949826443672,0.060271378983906596,0.028400126222783213
77005,West University Place,29.72,-95.42,25528,159732.0,754000.0,0.016033290496297658,0.12220794321032985,0.04045040083226241,0.3349244232299125,0.22740346368031333,0.18407686188115782,0.07490361666972646
77006,"Montrose, Hyde Park",29.74,-95.39,19664,67458.0,327300.0,0.03367797327528871,0.26452627123768063,0.030957131628272568,0.3390168692182115,0.17201765523913176,0.10121530926900055,0.058588790132414297
77007,"Rice Military, Memorial Park",29.77,-95.41,30853,98725.0,308700.0,0.0952647576387778,0.2112062070068789,0.044512877939529676,0.3823788193888978,0.16625339945608703,0.07510798272276435,0.02527595584706447
77008,"Shady Acres, Greater Heights, Lazybrook",29.8,-95.42,30482,70293.0,292200.0,0.11530573808228352,0.2987904407148537,0.036663457916544594,0.33373791487046417,0.14711421755325826,0.04599673544552798,0.02239149541706776
77009,"Northside Village, Woodland Heights",29.79,-95.37,38094,44651.0,163000.0,0.3348830001549667,0.3998915233224857,0.03490624515729118,0.1371842553850922,0.06396249806291647,0.01758871842553851,0.011583759491709282
77010,George R Brown,29.754,-95.36,366,250001.0,,0.018292682926829267,0.09349593495934959,0.036585365853658534,0.34146341463414637,0.3780487804878049,0.11382113821138211,0.018292682926829267
77011,"Greater East End, Second ward, Magnolia Park",29.74,-95.3,19547,26838.0,80300.0,0.5699907741340267,0.3859766837205401,0.02205820682714082,0.015935586681204397,0.004445189968967542,0.0,0.0015935586681204395
77012,"Harrisburg, Manchester",29.72,-95.27,20719,34975.0,82600.0,0.5120806401969837,0.41543551862111416,0.018928901200369344,0.04093567251461988,0.007156048014773777,0.0035395506309633734,0.0019236688211757464
77013,North Shore,29.8,-95.24,17602,36829.0,84900.0,0.4204972933296633,0.49160473437930086,0.020827598862280944,0.04092118542985595,0.02165336269382512,0.00449582530507386,0.0
77014,"Silverglen, Sablechase",29.99,-95.46,28684,40659.0,119300.0,0.2513927576601671,0.5038300835654597,0.07927112349117921,0.12256267409470752,0.03243964716805942,0.009168987929433612,0.0013347260909935005
77015,Cloverleaf,29.77,-95.16,53621,44167.0,92200.0,0.34600233210425135,0.495666698181589,0.05628565125586965,0.07134978412278213,0.024140430493838832,0.004065424978727428,0.0024896788629416027
77016,"East Little York, Homestead",29.86,-95.3,26989,31327.0,63700.0,0.2864006114538407,0.5947480482611781,0.033684555331113177,0.05541300431293334,0.026751105530381614,0.0020745755309275536,0.0009280995796254845
77017,"Meadowbrook, Allendale",29.68,-95.26,32561,35586.0,86400.0,0.42595153936786023,0.4630398032887659,0.029199323805132935,0.052610009733107935,0.016751191025049947,0.009067158444751805,0.003380974335331182
77018,Central Northwest,29.83,-95.43,25563,61980.0,218400.0,0.15155494851859636,0.4525110317293549,0.04953771800798487,0.22347131750367724,0.07170624080689221,0.03383063668837991,0.01738810674511452
77019,"River Oaks, Fourth Ward",29.75,-95.41,18944,87394.0,378700.0,0.04562128993530314,0.23304208630694323,0.026479023544320683,0.3701060494897619,0.19709197625558594,0.0943773761088508,0.03328219835923431
77020,"Greater Fifth Ward, Denver Harbor, Port Houston",29.77,-95.32,25464,29401.0,70500.0,0.4868909148066646,0.4140207481923923,0.02684690348946872,0.053002200565859796,0.01483810122602955,0.003269412134548884,0.0011317195850361521
77021,Greater OST,29.7,-95.36,26042,31103.0,83900.0,0.22961245839277222,0.508678078934855,0.037446504992867335,0.12268188302425106,0.059557774607703284,0.03168093200190204,0.010342368045649072
77022,Independence Heights,29.83,-95.38,29557,28810.0,81700.0,0.4479548495956246,0.4518531448187584,0.04567405597253738,0.03950660382847501,0.008262058532611858,0.004363763309478094,0.0023855239425146914
77023,"Greater Eastwood, Lawndale, Wayside, Gulfgate, Pine Valley",29.72,-95.31,28998,36033.0,102700.0,0.4648450334026941,0.3798050596867813,0.03608586135144015,0.08843500164275545,0.02020589201620852,0.005694885554703756,0.004928266345416712
77024,"Memorial Villages, Briargrove Park",29.77,-95.5,34775,111139.0,658600.0,0.034504766843511905,0.2191950217399976,0.03969045434600502,0.38657305835892936,0.17647293470022737,0.10351430053053572,0.04004946348079301
77025,"Braeswood Place, Willowbend Area",29.68,-95.43,26137,65828.0,331200.0,0.07361897062786311,0.253839935327405,0.01886284020479655,0.29959579628132577,0.1796820264079763,0.0973322554567502,0.07706817569388305
77026,Kashmere Gardens,29.8,-95.32,23940,20024.0,59600.0,0.40414213774026525,0.4998226824597489,0.03688204837222498,0.0386552237747358,0.013192424994680475,0.0031207887084190367,0.004184693949925527
77027,"River Oaks, Bellaire Junction",29.74,-95.45,14331,81661.0,475900.0,0.02312936211653952,0.20012984905047881,0.052751176757019964,0.3940107125466645,0.20613536763512416,0.08643077422496348,0.03741275766920955
77028,"Trinity, Houston Gardens, Settegast",29.83,-95.29,16808,29389.0,59100.0,0.30583027220495435,0.5982857681077517,0.0368277291136856,0.043703494395780355,0.010549119336912499,0.002072148441179241,0.002731468399736272
77029,Jacinto City,29.76,-95.25,17814,31715.0,69500.0,0.4621693121693122,0.4578483245149912,0.021340388007054675,0.03950617283950617,0.013844797178130511,0.0032627865961199296,0.0020282186948853615
77030,Texas Medical Center,29.71,-95.41,10258,68980.0,501100.0,0.022912825915196208,0.13668685804582564,0.03107716618382934,0.29905188306557806,0.21727679747168818,0.17158282854885437,0.12141164076902818
77031,"Brays Oaks, Braeburn Gardens",29.66,-95.55,15762,39278.0,114900.0,0.3042105263157895,0.4321531100478469,0.038755980861244016,0.16411483253588516,0.034832535885167465,0.020669856459330144,0.005263157894736842
77032,"Greenbriar Colony, Aldine Estates",29.97,-95.34,12757,23389.0,72900.0,0.4369841935935096,0.48790040565114,0.038746677857042944,0.020702196111344245,0.012169534200587495,0.0009791579241852006,0.002517834662190516
77033,"Southeast Houston, Southpark",29.67,-95.34,27965,27272.0,65600.0,0.3162628172079968,0.5860113421550095,0.028699089190582575,0.04932118920776766,0.01707051612533654,0.0015466575012888812,0.0010883886120181016
77034,Edgebrook,29.62,-95.2,33678,43905.0,99700.0,0.29642716921868867,0.5155084413034943,0.056782489202983906,0.1097860227718885,0.017765999214762466,0.0032391048292108363,0.0004907734589713388
77035,"Westbury, Southeast Houston",29.65,-95.48,35896,36345.0,156300.0,0.2636227067874539,0.4464879136887149,0.03109209268448127,0.16324486730095142,0.06446032685391724,0.015841944735284746,0.015250147949196522
77036,"Chinatown, Sharpstown",29.69,-95.53,71969,28266.0,113900.0,0.4214871794871795,0.37874358974358974,0.03833333333333333,0.11987179487179488,0.02958974358974359,0.007102564102564103,0.004871794871794872
77037,Aldine,29.9,-95.39,19819,35518.0,84200.0,0.5731101710502116,0.35341180798234323,0.04349825271289314,0.0298878057752437,0.0,0.0,9.196247930844215e-05
77038,"Fallbrook, Forestwood",29.92,-95.45,26713,38160.0,86300.0,0.418455623197693,0.46247997436719,0.031015700096123037,0.07151553989106056,0.010509452098686319,0.005318808074335149,0.0007049022749118872
77039,"High Meadows, Fairgreen",29.91,-95.34,27562,38167.0,85000.0,0.4978687127024723,0.4424552429667519,0.023870417732310314,0.027411633549740966,0.00622991671585022,0.0021640763328742867,0.0
77040,"Fairbanks, Northwest Crossing",29.87,-95.54,45081,53194.0,121700.0,0.1907560687208736,0.5195103289977047,0.049836544480767894,0.15330041037768657,0.06221743061834875,0.012519997217778396,0.011859219586840091
77041,"Lakes on Eldridge, Jersey Acres",29.87,-95.57,37146,70608.0,137200.0,0.20028699395573335,0.4067052224203157,0.05531156237770144,0.21550637039613862,0.08127147019176414,0.02448145410270905,0.016436926555637693
77042,"Briarforest, Westchase, Walnut Bend",29.74,-95.56,36385,46159.0,211900.0,0.10658468861562873,0.40285600952003175,0.06307021023403411,0.28064260214200715,0.10051566838556128,0.021221737405791353,0.025109083696945655
77043,"Spring Branch North, Spring Branch West",29.81,-95.58,23358,54359.0,140800.0,0.20410659114315138,0.46614315139031925,0.04306127703398558,0.21273171987641606,0.060504634397528324,0.010556127703398558,0.002896498455200824
77044,Summerwood,29.9,-95.17,30949,72761.0,140000.0,0.2085362660382299,0.48620057606703326,0.061534433097669546,0.14642576590730558,0.06431002880335167,0.020057606703325476,0.012935323383084577
77045,Central Southwest,29.64,-95.43,31255,36952.0,85500.0,0.28996380043019776,0.5443575887938723,0.02958921357746183,0.09264991343581135,0.032474686532710774,0.003934735848066733,0.00703006138187923
77046,"Greenway, Upper Kirby",29.732,-95.435,1196,85493.0,295000.0,0.0,0.24134419551934827,0.026476578411405296,0.48574338085539714,0.15580448065173116,0.07230142566191446,0.018329938900203666
77047,"Cloverland, South Acres, Crestmont Park",29.61,-95.38,21077,49246.0,103400.0,0.17019357524457088,0.5422188302227156,0.04544508429889683,0.1651287032540068,0.06063970027058905,0.005342399222923749,0.011031707486297093
77048,"Minnetex, South Acres, Crestmont Park",29.62,-95.33,15294,36818.0,81200.0,0.26131313131313133,0.5824242424242424,0.04111111111111111,0.08212121212121212,0.020303030303030302,0.006767676767676768,0.00595959595959596
77049,"Houston Farms, Sheldon Park",29.84,-95.15,28521,50348.0,104000.0,0.2615527950310559,0.5126708074534162,0.05950310559006211,0.11043478260869566,0.0391304347826087,0.010062111801242236,0.006645962732919255
77050,"Shadowlake Estates, Forest Acres",29.9,-95.27,4611,44327.0,73100.0,0.3268765133171913,0.5191975095122795,0.08682116914562435,0.04254583189207887,0.02455897613282601,0.0,0.0
77051,"Sunnyside, Brookhaven",29.66,-95.37,15085,22920.0,58800.0,0.21822795517022625,0.6583844364559104,0.03637132586170438,0.06967646436878833,0.014908014379361387,0.0024318037640093043,0.0
77053,"Kellys Corner, Quail Bridge, Ridgegate",29.58,-95.46,28954,46568.0,85800.0,0.3454436188811189,0.5243662587412588,0.033872377622377624,0.07796110139860139,0.01103583916083916,0.005080856643356643,0.0022399475524475525
77054,"Astrodome, South Main",29.68,-95.41,22290,41694.0,119300.0,0.020111050920910076,0.34005958829902494,0.053561755146262185,0.3073537378114843,0.1391522210184182,0.07157367280606718,0.06818797399783315
77055,Spring Branch East,29.8,-95.5,41989,46987.0,230300.0,0.3405019221005295,0.33785450061652283,0.03681003844201059,0.1878581272212954,0.06103575832305795,0.024189453833321245,0.011750199463262494
77056,"West Oaks, Uptown",29.75,-95.47,18673,93069.0,555700.0,0.01809256661991585,0.21858345021037867,0.02664796633941094,0.44298737727910237,0.18197755960729312,0.0773492286115007,0.034361851332398316
77057,"Tanglewood, San Felipe",29.75,-95.49,39208,54594.0,224900.0,0.162303132938188,0.2799661303979678,0.054022015241320914,0.3164775613886537,0.12030482641828959,0.042201524132091446,0.02472480948348857
77058,"Clear Lake Area, Nassau Bay",29.56,-95.1,16406,49589.0,158400.0,0.06435181254775448,0.42015451226759487,0.07173783852619067,0.28355548009168857,0.12259105187197555,0.024535189744460482,0.013074114950335343
77059,"Clear Lake Area, Pinebrook, Brookwood",29.61,-95.12,16949,136355.0,243000.0,0.03810586734693878,0.1924426020408163,0.049505739795918366,0.4211575255102041,0.20033482142857142,0.050860969387755105,0.04759247448979592
77060,Greenspoint,29.93,-95.4,40830,27750.0,90400.0,0.5072164041186307,0.4166593329226437,0.03379389245797765,0.023585320777963565,0.013288744169673503,0.002068115814485611,0.003388189738625363
77061,"Hobby, Glenbrook Valley",29.65,-95.28,24457,34566.0,113800.0,0.38997118946357523,0.46398682946906294,0.038002469474550694,0.0814240636575662,0.018658252160790232,0.005624914254355878,0.002332281520098779
77062,"Clear Lake Area, Bay Knoll",29.57,-95.14,25152,87960.0,160100.0,0.06714508233199822,0.36114819759679573,0.070260347129506,0.3146417445482866,0.13011793502447708,0.026646639964396975,0.030040053404539385
77063,Mid-west,29.74,-95.52,34299,49873.0,176600.0,0.12463712757830404,0.36157372039724983,0.06764705882352941,0.2940412528647823,0.10832696715049656,0.026737967914438502,0.01703590527119939
77064,"Harvest Bend, North Houston",29.93,-95.54,45847,62610.0,133300.0,0.1567934874020251,0.4853500185016988,0.06458774851145424,0.21646987587042082,0.05543781747233155,0.011672889965351364,0.009688162276718135
77065,"Wortham Park, Tower Oaks",29.92,-95.61,35326,54091.0,140600.0,0.12597173903706568,0.5267791951209037,0.07447493879654683,0.1949061547051497,0.0659708800412318,0.008203410213460464,0.0036936820856418844
77066,"Champions Point, Glennwood Forest, Kleinbrook",29.96,-95.5,31366,59855.0,114800.0,0.20879461976202793,0.5129332643559235,0.0760475944128298,0.13843766166580446,0.05064666321779617,0.006621831350232798,0.006518365235385412
77067,"Heritage Village, Green Oak Park",29.95,-95.45,30559,37309.0,94700.0,0.2986652171287069,0.5514887962795192,0.04505647158301625,0.08497916289182823,0.01582412272754726,0.0032010629945038354,0.0007851663948782992
77068,"Meyer Park, Collins Park",30.01,-95.49,10064,67945.0,165200.0,0.17144479137099064,0.40122055066704515,0.07692307692307693,0.2575929605449901,0.06386602327561737,0.02029520295202952,0.008657394266250356
77069,Champions,29.99,-95.52,16541,68495.0,206000.0,0.042324067117455545,0.38734451957592453,0.08481509307955588,0.31914183153852577,0.13682277318640956,0.016946322731446698,0.012605392770682027
77070,Willowbrook,29.98,-95.58,46017,69139.0,154500.0,0.08743256615698917,0.4544642002106809,0.08880518402655856,0.26730934976218595,0.081239825071025,0.014268841574360775,0.006480033198199636
77071,"Brays Oaks, Fondren Park",29.65,-95.52,25671,45941.0,117500.0,0.1946079585589828,0.45167176830704026,0.04450200141276195,0.20114198257593596,0.0788203437720744,0.018954556157287496,0.010301389215917119
77072,Alief,29.69,-95.59,56526,35462.0,94100.0,0.3572688409913007,0.4555020776658396,0.04514065349316911,0.11040028698693612,0.020776658395862607,0.0074138291829840665,0.0034976532839078056
77073,"Northridge Park, Remington Ranch",30.0,-95.4,34790,51206.0,108300.0,0.21180321555790893,0.5764898430730722,0.0632521421007028,0.10652739000673919,0.03220371618369115,0.008857225377876192,0.0008664677000096274
77074,"Braeburn, Braes Timbers, Robindell",29.69,-95.53,37267,36207.0,104800.0,0.3326813578476116,0.42547920198200545,0.045464423870995786,0.14265223627591603,0.03355500499847872,0.01138783848393967,0.008779936541052724
77075,Greater Hobby Area,29.62,-95.26,37388,45581.0,114600.0,0.31490697153104685,0.49580811477247255,0.05756556825823806,0.10082941044608833,0.021923335574983188,0.0033176417843532842,0.0056489576328177535
77076,"Northside, Northline",29.85,-95.38,33803,31212.0,86500.0,0.5022526280660771,0.4435730574559208,0.02113576950887146,0.030702486233939598,0.0012792702597474832,0.001056788475443573,0.0
77077,"Briar Forest, Eldridge",29.75,-95.63,52151,59958.0,208900.0,0.052828146143437074,0.36920162381596755,0.06281461434370772,0.32487144790257105,0.1445196211096076,0.021840324763193506,0.02392422192151556
77078,East Houston,29.85,-95.26,14777,30368.0,70700.0,0.34238488783943327,0.5524310400343458,0.042180959536331435,0.040463668562842114,0.02071482236771493,0.0018246216593324031,0.0
77079,Energy Corridor,29.79,-95.6,31280,95589.0,326400.0,0.0455751594432289,0.29020995298170477,0.057911642847167266,0.38736557888366463,0.14054280526977328,0.049671802988687674,0.028723057585773475
77080,Spring Branch Central,29.81,-95.52,45275,38159.0,130600.0,0.3775884756562089,0.4289770759747905,0.047094674146409034,0.1096682595747628,0.02912251540965441,0.005436664588960454,0.0021123346492139343
77081,Gulfton,29.71,-95.48,47860,26741.0,217100.0,0.43248462872457827,0.36827999369383574,0.02889011508749803,0.11197382941825634,0.031333753744285035,0.019903830994797415,0.007133848336749173
77082,"Royal Oaks, Westchase",29.74,-95.64,49900,50294.0,124000.0,0.11753921981126406,0.46219270301136023,0.07206828154114324,0.23123159223417683,0.08760593857065577,0.021758730540361843,0.007603534291038047
77083,Mission Bend,29.69,-95.65,70837,53879.0,117900.0,0.2285800999206238,0.47480973058785075,0.058504925993369754,0.17523462669841713,0.05304197600037353,0.006606901059905682,0.003221739739459308
77084,"Addicks, Park Ten",29.83,-95.66,95137,62785.0,124300.0,0.161057219636888,0.5100773415481419,0.06413449564134496,0.19646719538572457,0.05186144065019335,0.009372746935832732,0.007029560201874549
77085,"Fondren Gardens, Corithian Pointe, Winchester",29.62,-95.49,16074,49466.0,106600.0,0.264821713677488,0.4811069717935072,0.05194252261841405,0.1577434805747738,0.031293241085683876,0.010963278339542309,0.0021287919105907396
77086,Northwest Park,29.92,-95.49,28009,42030.0,93500.0,0.3594056275687638,0.4969332911792602,0.0505216566550743,0.07309516282010749,0.013468226367372747,0.004173253240594373,0.002402782168827063
77087,"Golfcrest, Bellfort, Reveille",29.69,-95.3,36399,38707.0,84800.0,0.4411550704865848,0.4472942246475671,0.03547066848567531,0.058753979081400634,0.012369258753979082,0.0036380172805820826,0.001318781264211005
77088,"Inwood, Acres Homes",29.88,-95.45,49660,40896.0,93400.0,0.3049463742596446,0.5177525212101809,0.052089002721306225,0.08666559948775412,0.028461661597566832,0.006146950536257404,0.003937890187289899
77089,"Southbelt, Ellington",29.59,-95.22,48685,63141.0,121000.0,0.17958307786633967,0.5316983445738811,0.07492335990190067,0.15432250153280197,0.046137339055793994,0.007081545064377683,0.006253832004904966
77090,Cypress Station,30.0,-95.45,32930,36138.0,138800.0,0.14272006464319983,0.5347204686631988,0.08701580728246049,0.15418413211453966,0.0638351598404121,0.01398919246502702,0.0035351749911620624
77091,Greater Inwood,29.86,-95.44,23472,27903.0,95300.0,0.2982819707199679,0.5277759208503242,0.0397085366668895,0.09038037301958687,0.03048332107761214,0.006684938832809679,0.006684938832809679
77092,"Forest Lake, Langwood",29.83,-95.47,33745,37314.0,130200.0,0.32114978418587564,0.4758931031316007,0.05151988245017908,0.11020295711268252,0.03177518596749013,0.002525484433832308,0.006933602718339609
77093,"Eastex, Jenson",29.86,-95.34,46929,31725.0,75200.0,0.5510605363343514,0.386604191942434,0.024557586913776512,0.031042128603104215,0.0029285026984060577,0.003807053507927875,0.0
77094,"Windsor Park, Green Trails",29.76,-95.69,8498,146518.0,295200.0,0.008958369927981732,0.1832074477428421,0.05269629369401019,0.48708940804496753,0.19409801510627087,0.030036887405585806,0.04391357807834182
77095,"Copperfield, Canyon Lakes",29.91,-95.64,66502,89393.0,167000.0,0.067210302446361,0.42556341503536765,0.08004136018612083,0.300495852231335,0.09548092966418349,0.016661574977087396,0.014546565459544568
77096,Meyerland,29.67,-95.48,32628,63346.0,255900.0,0.09350430943872189,0.3294933781795249,0.04532268236283372,0.3002312381753206,0.1267605633802817,0.05923901618667227,0.04544881227664494
77098,"Boulevard Oaks, Crowne Plaza",29.73,-95.42,13076,81907.0,424200.0,0.03282442748091603,0.19761450381679388,0.033301526717557255,0.36479007633587784,0.2271946564885496,0.08845419847328244,0.055820610687022904
77099,"Huntington Village, Alief",29.67,-95.59,47091,35252.0,96300.0,0.30518988711364375,0.4727161250766401,0.05038410213870956,0.12568976088289394,0.03310852237890864,0.005445955206116781,0.007465647203087244
77301,East Conroe,30.3,-95.43,30769,34097.0,92700.0,0.3886339764497761,0.492343413123998,0.03283763613245619,0.061750234949416775,0.022112886284482283,0.0015479020399137597,0.0007739510199568798
77302,Southeast Conroe,30.23,-95.36,18118,57758.0,113100.0,0.2104944674965422,0.5624135546334716,0.066649377593361,0.11739280774550484,0.03250345781466114,0.009249654218533887,0.0012966804979253112
77303,Northeast Conroe,30.4,-95.4,16710,45599.0,89000.0,0.201593192722006,0.6456956639811714,0.05920159319272201,0.06843486919525663,0.019552819770073324,0.004435593373766634,0.0010862677650040735
77304,West Conroe,30.33,-95.52,21314,58774.0,166900.0,0.10118239968986238,0.5040382503069071,0.07165471344575822,0.2287911093881243,0.06286748077792854,0.022420365703947794,0.009045680687471733
77306,Far East Conroe,30.27,-95.31,11931,41596.0,67800.0,0.26969607553850694,0.6541752729418707,0.03496606668633815,0.03732664502803187,0.0022130421953378576,0.001622897609914429,0.0
77316,South Montgomery,30.3,-95.7,16036,72458.0,165000.0,0.1222398211124569,0.5581850368023852,0.07966085903288922,0.17627876642131743,0.044908226963570295,0.010248765489611478,0.008478524177769496
77318,West Willis,30.44,-95.54,14281,78194.0,166100.0,0.09334432309911395,0.5756233257778693,0.0700597568514321,0.18576138471048836,0.058520502781784466,0.008448382443849165,0.008242324335462601
77327,East Cleveland,30.3,-94.9,20160,46936.0,79200.0,0.23627262225644974,0.6402002310358106,0.039045051983057376,0.060993453985367735,0.018790912591451676,0.002849441663457836,0.0018482864844050829
77328,West Cleveland,30.4,-95.2,13993,48250.0,85700.0,0.26630320821975256,0.6211994128748165,0.04801845250576641,0.05189767246802265,0.002830782134619417,0.007863283707276158,0.001887188089746278
77336,Huffman,30.06,-95.1,12471,62995.0,142000.0,0.11338868707836014,0.5909444732745199,0.09691229891022314,0.16087182148417228,0.03230409963674105,0.005578619615983394,0.0
77338,North Humble,30.01,-95.29,33971,48046.0,102600.0,0.16559844276693728,0.5822532402791625,0.0576840905853867,0.1356406969567488,0.049613065565209134,0.004130465745620282,0.005079998100935289
77339, North Humble,30.05,-95.22,37512,73135.0,150300.0,0.049554420373615723,0.4617248965285805,0.08382117155747791,0.27812371825944293,0.09586487191916179,0.019501099966441702,0.011409821395279466
77345,Kingwood,30.06,-95.16,26122,119708.0,243300.0,0.01984765583091943,0.325930694131531,0.07257804956549727,0.36095912455745094,0.17380109430318635,0.03347280334728033,0.01341057826413475
